TypeAnomaly,Severity,City,DetectionDateTime
Excessive Precipitation,High,Rovereto,2002-02-24T02:27:29
Reduced Visibility,Low,Predazzo,2002-02-25T22:54:28
Solid Precipitation,Low,Mezzana,2002-02-25T07:24:52
Prolonged Low Precipitation,Critical,Rovereto,2002-02-26T15:23:30
Too Cold Temperature,Medium,Cavalese,2002-02-26T22:02:51
Reduced Visibility,Medium,Predazzo,2002-02-27T19:17:50
Too Cold Temperature,Medium,Telve,2002-02-27T00:29:05
Reduced Visibility,Low,Rovereto,2002-02-27T21:31:37
Too Cold Temperature,Critical,Cavalese,2002-02-28T11:36:35
Too Cold Temperature,Critical,Telve,2002-02-28T23:42:52
Prolonged Low Precipitation,Medium,Trento,2002-02-28T07:45:54
Solid Precipitation,Medium,Telve,2002-03-01T09:50:31
Reduced Visibility,Critical,Rovereto,2002-03-02T16:08:41
Reduced Visibility,Low,Mezzana,2002-03-02T15:07:55
Too Cold Temperature,High,Arco,2002-03-02T02:46:10
Too Cold Temperature,Low,Mezzana,2002-03-03T16:46:31
Reduced Visibility,Medium,Trento,2002-03-03T15:32:37
Reduced Visibility,Critical,Trento,2002-03-05T12:38:02
Prolonged Low Precipitation,Low,Telve,2002-03-05T01:53:06
Reduced Visibility,High,Telve,2002-03-06T03:50:35
Too Hot Temperature,Critical,Trento,2002-03-06T05:15:29
Prolonged Low Precipitation,Critical,Arco,2002-03-07T11:23:47
Solid Precipitation,Medium,Arco,2002-03-07T00:31:50
Prolonged Low Precipitation,Low,Tenno,2002-03-07T12:20:29
Solid Precipitation,Medium,Povo,2002-03-08T12:39:00
Too Cold Temperature,Critical,Lavarone,2002-03-08T07:52:58
Prolonged Low Precipitation,Medium,Tenno,2002-03-09T10:30:08
Solid Precipitation,Medium,Lavarone,2002-03-10T12:54:03
Prolonged Low Precipitation,Critical,Povo,2002-03-10T08:18:09
Reduced Visibility,High,Povo,2002-03-10T15:42:05
Too Hot Temperature,Medium,Telve,2002-03-11T08:03:20
Too Hot Temperature,Critical,Lavarone,2002-03-12T18:43:58
Reduced Visibility,Critical,Predazzo,2002-03-12T01:01:33
Too Cold Temperature,Medium,Predazzo,2002-03-17T16:11:49
Too Cold Temperature,Critical,Mezzana,2002-03-17T16:15:40
Prolonged Low Precipitation,Medium,Lavarone,2002-03-17T04:28:45
Too Cold Temperature,Critical,Tenno,2002-03-20T09:34:48
Excessive Precipitation,Low,Trento,2002-03-20T20:48:58
Too Hot Temperature,Medium,Lavarone,2002-03-20T13:01:32
Too Cold Temperature,Medium,Rovereto,2002-03-21T14:53:54
Excessive Wind,Critical,Arco,2002-03-21T08:12:41
Solid Precipitation,Low,Arco,2002-03-21T18:44:12
Prolonged Low Precipitation,High,Predazzo,2002-03-22T19:24:42
Too Cold Temperature,Medium,Povo,2002-03-22T10:11:36
Prolonged Low Precipitation,Medium,Predazzo,2002-03-22T00:26:31
Too Cold Temperature,Low,Trento,2002-03-23T00:19:33
Prolonged Low Precipitation,Critical,Povo,2002-03-23T02:13:38
Solid Precipitation,Medium,Lavarone,2002-03-23T13:43:24
Too Hot Temperature,Low,Mezzana,2002-03-24T10:06:11
Too Cold Temperature,Critical,Cavalese,2002-03-24T03:14:23
Excessive Precipitation,Critical,Telve,2002-03-24T00:14:15
Reduced Visibility,Medium,Predazzo,2002-03-26T06:17:29
Excessive Wind,High,Trento,2002-03-26T23:51:49
Reduced Visibility,Low,Rovereto,2002-03-27T07:03:18
Too Cold Temperature,Low,Mezzana,2002-03-27T23:21:42
Solid Precipitation,High,Predazzo,2002-03-28T19:14:53
Too Hot Temperature,Medium,Predazzo,2002-03-29T01:44:10
Too Hot Temperature,Critical,Telve,2002-03-29T09:34:19
Too Hot Temperature,Low,Trento,2002-03-29T08:55:36
Excessive Wind,Critical,Arco,2002-03-31T12:57:25
Too Cold Temperature,High,Cavalese,2002-03-31T02:07:16
Excessive Precipitation,Medium,Arco,2002-04-01T20:55:50
Too Hot Temperature,Critical,Povo,2002-04-01T16:16:17
Too Cold Temperature,High,Tenno,2002-04-03T01:05:09
Too Hot Temperature,Low,Arco,2002-04-03T21:43:00
Reduced Visibility,High,Tenno,2002-04-03T22:44:13
Solid Precipitation,Medium,Telve,2002-04-05T10:32:04
Excessive Precipitation,Low,Povo,2002-04-05T09:01:13
Excessive Wind,Critical,Mezzana,2002-04-05T05:39:42
Prolonged Low Precipitation,Low,Rovereto,2002-04-06T19:00:21
Solid Precipitation,Medium,Arco,2002-04-06T11:47:55
Too Cold Temperature,High,Cavalese,2002-04-07T01:03:30
Solid Precipitation,High,Telve,2002-04-07T21:40:57
Too Hot Temperature,Medium,Rovereto,2002-04-08T21:08:00
Excessive Precipitation,Medium,Predazzo,2002-04-08T04:56:45
Excessive Wind,Low,Tenno,2002-04-08T09:24:59
Too Cold Temperature,Medium,Trento,2002-04-10T09:11:57
Reduced Visibility,Critical,Rovereto,2002-04-10T00:09:11
Solid Precipitation,High,Cavalese,2002-04-10T17:45:40
Excessive Precipitation,Medium,Rovereto,2002-04-11T19:59:15
Excessive Precipitation,Critical,Arco,2002-04-11T00:52:06
Excessive Precipitation,Low,Predazzo,2002-04-11T22:45:36
Prolonged Low Precipitation,High,Mezzana,2002-04-12T23:15:18
Too Cold Temperature,Low,Povo,2002-04-14T13:18:33
Solid Precipitation,Medium,Cavalese,2002-04-14T13:16:29
Prolonged Low Precipitation,High,Povo,2002-04-15T18:34:43
Too Hot Temperature,Medium,Cavalese,2002-04-15T11:14:21
Reduced Visibility,High,Tenno,2002-04-15T10:14:20
Too Hot Temperature,High,Predazzo,2002-04-16T16:33:56
Excessive Precipitation,Medium,Mezzana,2002-04-16T01:45:22
Prolonged Low Precipitation,Critical,Lavarone,2002-04-16T17:16:22
Too Cold Temperature,Critical,Lavarone,2002-04-17T06:06:36
Solid Precipitation,Low,Povo,2002-04-17T09:42:20
Too Cold Temperature,Low,Rovereto,2002-04-19T08:43:08
Excessive Wind,Medium,Trento,2002-04-20T21:43:43
Prolonged Low Precipitation,Medium,Trento,2002-04-20T02:55:53
Prolonged Low Precipitation,High,Telve,2002-04-20T06:19:58
Excessive Precipitation,Low,Tenno,2002-04-21T15:54:44
Excessive Wind,Low,Tenno,2002-04-22T08:15:30
Solid Precipitation,Low,Cavalese,2002-04-22T13:50:24
Solid Precipitation,Critical,Povo,2002-04-24T21:16:53
Too Cold Temperature,High,Lavarone,2002-04-25T15:09:52
Excessive Wind,Medium,Telve,2002-04-25T22:50:43
Prolonged Low Precipitation,Critical,Arco,2002-04-25T21:30:04
Solid Precipitation,High,Telve,2002-04-26T11:23:45
Too Hot Temperature,High,Telve,2002-04-28T07:47:52
Excessive Precipitation,Critical,Rovereto,2002-04-28T14:22:31
Excessive Precipitation,High,Rovereto,2002-04-28T09:50:11
Reduced Visibility,Low,Trento,2002-04-29T15:41:50
Excessive Wind,High,Rovereto,2002-04-29T17:55:01
Excessive Precipitation,Medium,Rovereto,2002-04-30T17:41:26
Prolonged Low Precipitation,High,Trento,2002-05-01T07:07:37
Too Hot Temperature,Critical,Lavarone,2002-05-01T13:59:07
Too Cold Temperature,Critical,Povo,2002-05-01T02:55:21
Too Cold Temperature,Medium,Tenno,2002-05-02T03:53:20
Excessive Precipitation,Medium,Trento,2002-05-03T02:15:15
Excessive Wind,Medium,Povo,2002-05-03T06:13:55
Solid Precipitation,High,Lavarone,2002-05-04T10:14:19
Prolonged Low Precipitation,Critical,Telve,2002-05-04T19:41:32
Prolonged Low Precipitation,High,Tenno,2002-05-05T02:19:42
Solid Precipitation,Low,Rovereto,2002-05-06T06:42:56
Excessive Wind,Critical,Lavarone,2002-05-06T10:03:59
Excessive Wind,Low,Telve,2002-05-07T12:03:28
Prolonged Low Precipitation,Medium,Tenno,2002-05-07T12:16:13
Solid Precipitation,Medium,Povo,2002-05-07T16:49:39
Too Hot Temperature,High,Cavalese,2002-05-08T20:18:12
Solid Precipitation,High,Lavarone,2002-05-08T03:48:36
Too Hot Temperature,Critical,Trento,2002-05-08T15:42:57
Reduced Visibility,Low,Trento,2002-05-09T09:05:38
Prolonged Low Precipitation,Low,Rovereto,2002-05-09T02:10:36
Too Cold Temperature,High,Arco,2002-05-09T19:50:01
Excessive Precipitation,Critical,Rovereto,2002-05-10T08:07:29
Prolonged Low Precipitation,Low,Povo,2002-05-10T06:23:05
Excessive Precipitation,Critical,Predazzo,2002-05-12T22:48:51
Too Cold Temperature,Critical,Arco,2002-05-12T21:06:23
Reduced Visibility,Low,Tenno,2002-05-13T00:41:26
Too Cold Temperature,Low,Telve,2002-05-13T06:53:49
Excessive Wind,High,Telve,2002-05-14T12:26:57
Reduced Visibility,High,Cavalese,2002-05-14T01:26:07
Prolonged Low Precipitation,Critical,Cavalese,2002-05-15T06:42:26
Too Cold Temperature,Low,Povo,2002-05-17T23:29:30
Too Cold Temperature,Medium,Mezzana,2002-05-17T07:16:47
Too Hot Temperature,Critical,Telve,2002-05-17T17:29:10
Too Hot Temperature,Medium,Trento,2002-05-18T17:00:14
Too Hot Temperature,Critical,Predazzo,2002-05-20T00:13:27
Too Cold Temperature,Low,Arco,2002-05-20T01:24:03
Solid Precipitation,Critical,Telve,2002-05-21T13:59:07
Too Hot Temperature,Critical,Tenno,2002-05-22T22:41:06
Prolonged Low Precipitation,Critical,Mezzana,2002-05-22T05:01:53
Excessive Wind,High,Tenno,2002-05-22T03:52:25
Too Cold Temperature,Critical,Tenno,2002-05-23T15:28:19
Too Hot Temperature,Critical,Cavalese,2002-05-23T09:33:43
Excessive Wind,High,Povo,2002-05-23T16:22:17
Too Cold Temperature,Critical,Cavalese,2002-05-24T02:41:10
Excessive Precipitation,Critical,Cavalese,2002-05-24T22:34:34
Solid Precipitation,Medium,Tenno,2002-05-24T08:05:25
Prolonged Low Precipitation,Medium,Tenno,2002-05-25T04:51:22
Prolonged Low Precipitation,Medium,Povo,2002-05-27T22:39:51
Excessive Precipitation,Medium,Telve,2002-05-27T18:19:04
Too Cold Temperature,High,Lavarone,2002-05-27T13:10:51
Too Cold Temperature,High,Mezzana,2002-05-29T05:20:44
Too Hot Temperature,Low,Arco,2002-05-30T14:36:27
Solid Precipitation,High,Lavarone,2002-05-30T22:20:17
Excessive Wind,Low,Mezzana,2002-05-31T20:28:37
Too Cold Temperature,Low,Telve,2002-06-02T07:24:53
Solid Precipitation,High,Povo,2002-06-02T05:46:43
Excessive Wind,High,Rovereto,2002-06-03T09:13:14
Too Hot Temperature,Medium,Cavalese,2002-06-03T21:43:11
Excessive Precipitation,High,Povo,2002-06-04T23:06:10
Excessive Precipitation,High,Tenno,2002-06-05T15:18:39
Solid Precipitation,Medium,Arco,2002-06-05T20:49:04
Prolonged Low Precipitation,Medium,Trento,2002-06-06T14:48:07
Excessive Wind,Critical,Mezzana,2002-06-06T20:31:26
Excessive Precipitation,Critical,Mezzana,2002-06-06T09:38:00
Too Hot Temperature,Low,Povo,2002-06-08T14:01:31
Prolonged Low Precipitation,High,Predazzo,2002-06-11T03:07:48
Too Hot Temperature,Medium,Lavarone,2002-06-11T11:41:23
Solid Precipitation,Medium,Tenno,2002-06-11T02:22:14
Too Hot Temperature,Critical,Tenno,2002-06-13T02:53:34
Excessive Precipitation,Critical,Trento,2002-06-13T02:30:11
Prolonged Low Precipitation,Critical,Arco,2002-06-13T01:33:36
Too Cold Temperature,Critical,Telve,2002-06-16T14:40:28
Solid Precipitation,Low,Lavarone,2002-06-16T11:05:55
Prolonged Low Precipitation,High,Rovereto,2002-06-18T20:27:12
Solid Precipitation,Critical,Lavarone,2002-06-18T17:16:55
Too Cold Temperature,Low,Lavarone,2002-06-19T14:04:05
Excessive Wind,Critical,Cavalese,2002-06-20T23:01:41
Solid Precipitation,High,Trento,2002-06-20T19:55:10
Excessive Wind,Medium,Mezzana,2002-06-20T09:18:09
Prolonged Low Precipitation,Low,Trento,2002-06-21T17:37:42
Reduced Visibility,Low,Cavalese,2002-06-22T05:15:15
Excessive Wind,Medium,Povo,2002-06-23T15:25:37
Reduced Visibility,Critical,Lavarone,2002-06-23T04:40:44
Solid Precipitation,High,Trento,2002-06-24T15:27:36
Prolonged Low Precipitation,Medium,Povo,2002-06-24T09:14:54
Excessive Wind,Critical,Mezzana,2002-06-24T19:06:07
Excessive Precipitation,Medium,Telve,2002-06-26T20:09:02
Excessive Wind,Critical,Telve,2002-06-26T06:10:49
Too Hot Temperature,High,Telve,2002-06-27T10:13:50
Excessive Precipitation,Critical,Mezzana,2002-06-27T00:41:35
Excessive Wind,High,Arco,2002-06-27T03:33:25
Too Hot Temperature,Medium,Lavarone,2002-06-29T08:15:38
Prolonged Low Precipitation,Critical,Telve,2002-06-30T18:22:29
Prolonged Low Precipitation,Low,Cavalese,2002-06-30T09:18:11
Solid Precipitation,Critical,Arco,2002-07-01T22:14:41
Too Hot Temperature,High,Mezzana,2002-07-02T11:35:50
Solid Precipitation,Medium,Cavalese,2002-07-02T21:20:49
Excessive Precipitation,High,Tenno,2002-07-02T01:58:12
Excessive Wind,Low,Predazzo,2002-07-03T04:17:13
Solid Precipitation,High,Tenno,2002-07-03T12:34:24
Reduced Visibility,Medium,Cavalese,2002-07-05T04:49:22
Excessive Precipitation,High,Lavarone,2002-07-05T16:21:21
Too Hot Temperature,Critical,Telve,2002-07-06T00:57:58
Reduced Visibility,Low,Trento,2002-07-06T14:45:08
Too Cold Temperature,Low,Telve,2002-07-07T15:50:56
Excessive Precipitation,Medium,Trento,2002-07-08T08:19:24
Prolonged Low Precipitation,High,Rovereto,2002-07-09T20:45:17
Too Cold Temperature,Critical,Rovereto,2002-07-09T15:55:57
Too Cold Temperature,Medium,Rovereto,2002-07-10T19:18:44
Excessive Wind,Medium,Telve,2002-07-10T23:22:00
Too Cold Temperature,Low,Telve,2002-07-11T14:53:35
Reduced Visibility,High,Rovereto,2002-07-13T01:34:24
Prolonged Low Precipitation,High,Predazzo,2002-07-14T17:44:34
Excessive Precipitation,High,Lavarone,2002-07-15T14:25:48
Reduced Visibility,Low,Rovereto,2002-07-15T16:05:11
Prolonged Low Precipitation,Critical,Povo,2002-07-17T15:17:16
Excessive Wind,Critical,Cavalese,2002-07-17T04:17:25
Too Cold Temperature,Medium,Arco,2002-07-17T14:06:48
Too Cold Temperature,High,Tenno,2002-07-18T01:34:46
Excessive Precipitation,Low,Mezzana,2002-07-18T06:38:10
Solid Precipitation,High,Arco,2002-07-20T07:16:16
Prolonged Low Precipitation,Medium,Tenno,2002-07-20T06:42:30
Prolonged Low Precipitation,Critical,Povo,2002-07-20T02:26:01
Excessive Precipitation,Medium,Arco,2002-07-21T07:29:50
Prolonged Low Precipitation,Low,Rovereto,2002-07-22T08:20:29
Too Hot Temperature,Low,Predazzo,2002-07-23T22:34:55
Reduced Visibility,Medium,Rovereto,2002-07-24T12:29:47
Too Hot Temperature,Low,Predazzo,2002-07-24T20:26:06
Too Hot Temperature,Critical,Lavarone,2002-07-24T13:01:39
Excessive Wind,Low,Povo,2002-07-25T05:22:21
Solid Precipitation,Medium,Tenno,2002-07-25T23:07:19
Reduced Visibility,Medium,Predazzo,2002-07-25T23:13:19
Excessive Wind,Low,Arco,2002-07-26T21:45:05
Excessive Wind,Low,Rovereto,2002-07-26T11:15:52
Excessive Wind,Medium,Tenno,2002-07-26T05:30:53
Excessive Wind,Low,Predazzo,2002-07-27T08:20:41
Excessive Precipitation,Critical,Predazzo,2002-07-27T02:54:29
Prolonged Low Precipitation,Low,Arco,2002-07-29T06:27:09
Excessive Precipitation,Low,Mezzana,2002-07-29T20:46:03
Too Cold Temperature,High,Predazzo,2002-07-30T23:29:01
Prolonged Low Precipitation,Critical,Arco,2002-07-30T03:38:15
Too Cold Temperature,High,Telve,2002-07-31T07:38:27
Too Cold Temperature,Low,Povo,2002-07-31T12:59:23
Reduced Visibility,Medium,Rovereto,2002-08-02T07:49:00
Solid Precipitation,Low,Tenno,2002-08-04T07:42:55
Reduced Visibility,High,Predazzo,2002-08-05T05:25:30
Excessive Wind,Critical,Arco,2002-08-06T04:59:14
Reduced Visibility,Medium,Mezzana,2002-08-06T08:03:19
Too Cold Temperature,Low,Povo,2002-08-07T19:12:57
Solid Precipitation,Critical,Predazzo,2002-08-07T14:44:51
Excessive Wind,Low,Mezzana,2002-08-08T20:34:09
Excessive Precipitation,High,Rovereto,2002-08-08T14:14:46
Reduced Visibility,High,Telve,2002-08-09T22:17:11
Solid Precipitation,Critical,Lavarone,2002-08-09T20:12:21
Too Cold Temperature,Critical,Cavalese,2002-08-10T23:01:54
Reduced Visibility,Critical,Predazzo,2002-08-10T16:00:10
Too Hot Temperature,High,Arco,2002-08-10T18:20:47
Too Cold Temperature,High,Povo,2002-08-11T16:17:57
Too Hot Temperature,Medium,Mezzana,2002-08-11T12:20:08
Reduced Visibility,Medium,Mezzana,2002-08-12T14:31:12
Reduced Visibility,Critical,Tenno,2002-08-12T14:14:28
Too Cold Temperature,Low,Telve,2002-08-13T15:24:36
Reduced Visibility,Critical,Mezzana,2002-08-13T23:24:50
Too Cold Temperature,High,Predazzo,2002-08-13T12:50:26
Prolonged Low Precipitation,Low,Mezzana,2002-08-15T14:30:48
Reduced Visibility,High,Trento,2002-08-16T04:21:27
Prolonged Low Precipitation,Critical,Arco,2002-08-19T22:57:12
Solid Precipitation,Low,Telve,2002-08-20T17:19:10
Too Cold Temperature,Low,Trento,2002-08-21T11:15:12
Excessive Precipitation,High,Povo,2002-08-21T13:14:59
Too Hot Temperature,High,Tenno,2002-08-22T12:33:46
Too Cold Temperature,Critical,Povo,2002-08-23T22:52:41
Prolonged Low Precipitation,Low,Tenno,2002-08-23T00:00:48
Solid Precipitation,High,Tenno,2002-08-24T19:16:12
Solid Precipitation,Medium,Trento,2002-08-25T03:34:28
Too Cold Temperature,Medium,Lavarone,2002-08-26T20:52:27
Reduced Visibility,Medium,Telve,2002-08-26T20:27:24
Excessive Wind,Medium,Mezzana,2002-08-27T18:46:33
Excessive Precipitation,Low,Arco,2002-08-27T00:42:06
Too Cold Temperature,Medium,Predazzo,2002-08-27T00:26:30
Too Hot Temperature,Medium,Rovereto,2002-08-29T14:00:40
Excessive Wind,High,Telve,2002-08-30T17:13:35
Excessive Wind,Low,Povo,2002-08-31T02:19:37
Excessive Precipitation,Medium,Tenno,2002-09-01T14:38:04
Solid Precipitation,Medium,Lavarone,2002-09-01T17:37:35
Too Cold Temperature,Medium,Telve,2002-09-01T18:24:41
Excessive Precipitation,Critical,Povo,2002-09-03T11:14:37
Excessive Precipitation,High,Telve,2002-09-03T15:30:07
Too Cold Temperature,Medium,Arco,2002-09-03T13:51:37
Excessive Wind,High,Telve,2002-09-05T22:40:33
Reduced Visibility,High,Mezzana,2002-09-05T01:07:36
Too Cold Temperature,High,Povo,2002-09-05T07:40:59
Prolonged Low Precipitation,High,Telve,2002-09-06T13:35:28
Reduced Visibility,High,Predazzo,2002-09-06T07:21:50
Excessive Wind,Medium,Telve,2002-09-07T02:55:04
Solid Precipitation,Medium,Tenno,2002-09-07T17:26:13
Reduced Visibility,Critical,Predazzo,2002-09-09T11:50:45
Solid Precipitation,Medium,Cavalese,2002-09-10T20:37:41
Excessive Wind,High,Cavalese,2002-09-12T22:55:01
Reduced Visibility,High,Povo,2002-09-12T03:59:27
Excessive Wind,High,Lavarone,2002-09-12T06:04:27
Reduced Visibility,Low,Povo,2002-09-13T16:58:02
Prolonged Low Precipitation,Low,Lavarone,2002-09-14T03:41:18
Too Hot Temperature,High,Telve,2002-09-14T13:56:21
Too Cold Temperature,Low,Lavarone,2002-09-14T21:52:57
Excessive Wind,High,Rovereto,2002-09-16T01:17:46
Excessive Precipitation,High,Lavarone,2002-09-18T08:20:58
Excessive Wind,High,Arco,2002-09-19T03:35:47
Too Cold Temperature,Low,Povo,2002-09-19T22:22:14
Excessive Wind,High,Rovereto,2002-09-23T21:58:52
Solid Precipitation,Critical,Lavarone,2002-09-24T03:31:09
Too Cold Temperature,Medium,Tenno,2002-09-24T04:09:18
Too Hot Temperature,Low,Povo,2002-09-25T23:18:40
Prolonged Low Precipitation,Critical,Predazzo,2002-09-26T04:23:34
Reduced Visibility,Medium,Mezzana,2002-09-26T07:57:26
Excessive Wind,Critical,Arco,2002-09-26T05:27:23
Prolonged Low Precipitation,Low,Predazzo,2002-09-27T18:39:10
Solid Precipitation,Critical,Trento,2002-09-27T08:27:02
Too Cold Temperature,Critical,Cavalese,2002-09-27T05:50:19
Solid Precipitation,High,Trento,2002-09-28T19:50:09
Excessive Precipitation,Medium,Lavarone,2002-09-28T06:55:58
Excessive Precipitation,Low,Mezzana,2002-09-29T07:07:34
Excessive Wind,Low,Arco,2002-09-29T17:02:23
Prolonged Low Precipitation,Medium,Lavarone,2002-10-02T06:09:29
Solid Precipitation,High,Mezzana,2002-10-02T21:32:51
Too Hot Temperature,High,Rovereto,2002-10-02T04:49:04
Solid Precipitation,Low,Trento,2002-10-03T16:37:20
Too Hot Temperature,Low,Rovereto,2002-10-03T22:15:12
Excessive Wind,Low,Lavarone,2002-10-03T10:40:39
Prolonged Low Precipitation,High,Povo,2002-10-04T13:03:02
Excessive Wind,Critical,Rovereto,2002-10-04T17:23:32
Too Hot Temperature,Medium,Cavalese,2002-10-05T04:33:00
Excessive Precipitation,Medium,Predazzo,2002-10-05T08:52:58
Prolonged Low Precipitation,Medium,Povo,2002-10-05T07:29:18
Solid Precipitation,High,Mezzana,2002-10-06T05:41:43
Prolonged Low Precipitation,Critical,Telve,2002-10-07T02:45:23
Prolonged Low Precipitation,High,Arco,2002-10-07T09:08:18
Prolonged Low Precipitation,High,Lavarone,2002-10-09T15:59:03
Too Hot Temperature,High,Predazzo,2002-10-09T00:12:00
Excessive Precipitation,Low,Predazzo,2002-10-09T19:02:32
Solid Precipitation,Medium,Lavarone,2002-10-10T13:05:14
Reduced Visibility,Critical,Tenno,2002-10-10T18:35:06
Prolonged Low Precipitation,Medium,Trento,2002-10-12T11:46:33
Excessive Wind,Critical,Predazzo,2002-10-12T05:56:09
Excessive Wind,High,Povo,2002-10-12T11:19:40
Solid Precipitation,Critical,Lavarone,2002-10-13T22:20:12
Too Cold Temperature,Medium,Cavalese,2002-10-13T09:34:38
Prolonged Low Precipitation,Low,Predazzo,2002-10-13T20:45:56
Too Hot Temperature,Low,Povo,2002-10-14T15:28:15
Too Hot Temperature,Medium,Lavarone,2002-10-14T18:38:49
Excessive Precipitation,Critical,Povo,2002-10-15T07:30:05
Too Cold Temperature,High,Rovereto,2002-10-15T23:39:26
Excessive Precipitation,Critical,Cavalese,2002-10-16T20:20:53
Too Cold Temperature,Medium,Predazzo,2002-10-16T08:37:22
Solid Precipitation,Low,Rovereto,2002-10-17T05:43:18
Too Hot Temperature,Low,Povo,2002-10-18T05:41:23
Prolonged Low Precipitation,Low,Trento,2002-10-19T06:14:35
Prolonged Low Precipitation,Low,Rovereto,2002-10-19T20:32:50
Excessive Wind,High,Cavalese,2002-10-19T16:44:26
Prolonged Low Precipitation,Low,Trento,2002-10-21T15:32:04
Reduced Visibility,Medium,Telve,2002-10-22T09:06:17
Too Cold Temperature,High,Cavalese,2002-10-22T21:50:31
Excessive Precipitation,Critical,Arco,2002-10-23T19:24:14
Too Hot Temperature,High,Predazzo,2002-10-23T08:43:06
Solid Precipitation,Critical,Telve,2002-10-23T01:27:49
Too Cold Temperature,Low,Lavarone,2002-10-25T04:47:50
Too Hot Temperature,High,Mezzana,2002-10-26T20:37:46
Solid Precipitation,Medium,Lavarone,2002-10-27T13:25:08
Reduced Visibility,High,Arco,2002-10-29T14:11:15
